order_id,customer_id,product_name,category,price,quantity,order_date,shipping_city,discount_pct,rating
39,CUST-0150,Laptop,storage  ,1848.87,4,2024-11-09,,3.4,1.7
40,CUST-0463,Chair Mat,networking  ,562.04,8,05-07-2024,,,2.1
41,CUST-0154,Switch,ACCESSORIES,1606.44,3,03-01-2025,Norwich,13.1,3.1
42,CUST-0343,Adapter,Audio,1428.77,7,07-18-2025,York,11.9,2.1
43,CUST-0419,Hub,Networking,$1422.39,3,2025-07-03,Cambridge,,1.8
44,CUST-0230,Chair Mat, Audio,$1659.2,7,15/04/2025,Swansea,17.4,
45,CUST-0406,External HDD,Peripherals,1373.21,6,07-18-2025,,11.6,1.4
46,CUST-0234,Drone, Office,2198.74,2,11/08/2024,Leeds,5.1,1.2
47,CUST-0120,Keyboard,Storage,1690.57,3,07-13-2025,Bristol,6.8,2.5
48,CUST-0428,Tripod, Office,1369.67,6,2024-05-26,Oxford,17.3,3.9
49,CUST-0266,NAS,,2075.26,4,2025-07-29,Glasgow,12.7,3.2
50,CUST-0373,NAS,Peripherals,1517.34,6,2024-06-30,Nottingham,15.4,2.7
51,CUST-0487,Surge Protector,networking  ,731.4,1,06-27-2024,Dundee,5.1,3.3
52,CUST-0188,Memory Card,Office,521.7,1,2024-01-03,London,19.9,2.5
53,CUST-0415,VR Headset,,385.06,3,01-06-2025,Coventry,25.6,4.7
54,CUST-0113,Smartwatch,Office,2249.14,8,06/04/2024,Nottingham,7.7,
55,CUST-0341,Docking Station,Electronics,1776.79,8,03-17-2025,Leeds,14.7,3.7
56,CUST-0364,Tripod,Accessories,2343.76,4,2025-02-14,Exeter,29.3,4.6
57,CUST-0445,NAS, Audio,"1,510.21",6,01-21-2024,Swansea,10.0,4.2
58,CUST-0152,Shredder,Peripherals,1186.14,8,11/04/2024,Aberdeen,,1.7
59,CUST-0485,Screen Protector,Electronics,153.99,7,03-06-2024,Southampton,2.7,2.2
60,CUST-0439,Graphics Card,STORAGE,1680.75,7,06-12-2024,Birmingham,18.2,3.9
61,CUST-0191,Shredder,storage  ,1457.61,4,20/04/2024,Glasgow,2.7,1.3
62,CUST-0466,KVM Switch,STORAGE,2475.57,9,2024-05-02,Edinburgh,28.8,4.2
63,CUST-0363,Smartwatch, Audio,601.7,6,03-22-2025,London,21.5,3.9
64,CUST-0134,Phone Case,STORAGE,$1329.19,3,10-17-2024,Norwich,23.6,3.9
65,CUST-0305,Desk Lamp,,"1,629.14",5,02-15-2025,Stoke,21.1,1.4
66,CUST-0180,Docking Station,storage  ,1613.25,5,10-07-2024,Sheffield,17.7,3.9
67,CUST-0149,SSD Drive,Audio,1405.43,5,04-30-2025,Newcastle,13.5,3.7
68,CUST-0459,Printer,peripherals  ,1943.44,8,12-03-2025,Aberdeen,25.8,4.3
69,CUST-0487,Router,Electronics,516.43,9,28/07/2024,Bristol,28.7,1.2
70,CUST-0101,Screen Protector,Electronics,1815.44,9,2025-05-06,Dundee,15.0,1.1
71,CUST-0489,Microphone,Audio,1551.24,6,2025-08-03,Liverpool,27.9,2.5
72,CUST-0153,Tripod,Peripherals,2240.71,6,14/09/2024,Derby,17.5,1.6
73,CUST-0205,Phone Case,,2118.75,9,06/07/2024,Exeter,16.2,3.2
74,CUST-0359,Webcam,,791.29,4,07-07-2024,Manchester,13.6,4.7
75,CUST-0409,SSD Drive, Audio,694.21,6,10/01/2024,York,6.3,2.6
76,CUST-0290,Chair Mat,STORAGE,"2,454.23",4,16/03/2024,Bath,0.1,
77,CUST-0317,Stylus, Audio,1320.53,1,2024-03-25,Bath,7.2,1.0
78,CUST-0143,Chair Mat,Audio,2266.52,7,09/05/2025,Aberdeen,15.3,1.7
79,CUST-0261,Smartwatch, Audio,413.88,6,11-19-2025,Southampton,11.4,1.1
80,CUST-0301,Cable Pack,networking  ,"1,608.83",9,23/01/2025,London,13.5,2.3
81,CUST-0369,Wrist Rest,storage  ,2025.6,7,2024-08-05,Belfast,29.4,4.6
82,CUST-0450,Splitter,STORAGE,2368.75,7,11/12/2024,Brighton,10.5,1.4
83,CUST-0403,Server Rack,Office,846.66,2,11/09/2024,Reading,13.6,3.4
84,CUST-0370,Wrist Rest,ELECTRONICS,1813.83,9,2025-08-06,Leeds,4.0,
85,CUST-0314,KVM Switch,ACCESSORIES,1349.34,9,09-27-2024,,1.4,4.8
86,CUST-0351,Scanner, Office,156.27,6,2025-10-17,Derby,23.3,1.5
87,CUST-0289,Graphics Card,Networking,1726.55,3,2025-10-17,Stoke,17.1,1.8
88,CUST-0395,Phone Case,ELECTRONICS,1726.79,1,09-15-2024,Newcastle,22.8,1.1
89,CUST-0312,USB Hub,Peripherals,2326.86,4,06-08-2025,Brighton,4.5,2.7
90,CUST-0307,Screen Protector,peripherals  ,1245.79,3,28/05/2024,,17.2,2.1
91,CUST-0336,Microphone,ACCESSORIES,579.48,1,03-13-2025,Bath,7.6,4.5
92,CUST-0437,Wrist Rest,Accessories,116.19,3,08/11/2025,,6.8,
93,CUST-0466,Router,Storage,1042.03,4,28/11/2025,Brighton,0.3,
94,CUST-0152,Ethernet Cable,peripherals  ,$758.28,8,23/12/2024,York,,
95,CUST-0379,USB Hub,STORAGE,1903.92,9,08-04-2024,Plymouth,9.3,1.4
96,CUST-0316,Charger,Electronics,888.9,3,2025-03-31,Exeter,3.5,2.8
97,CUST-0351,Cable Pack,networking  ,2372.93,6,09-20-2025,Cardiff,29.6,5.0
98,CUST-0287,USB Hub,networking  ,2405.96,5,2025-04-30,Cardiff,9.3,4.3
99,CUST-0479,RAM Module,Audio,1554.17,6,07-18-2024,Cardiff,3.9,4.6
100,CUST-0140,Label Maker,peripherals  ,2322.01,4,23/03/2025,,6.0,4.3
101,CUST-0256,SSD Drive,Audio,"1,903.33",6,10-28-2024,,17.6,1.4
102,CUST-0114,Microphone,Electronics,$1369.41,7,2025-05-12,Sheffield,1.9,1.9
103,CUST-0400,Fan,STORAGE,454.87,9,2025-08-27,Dundee,25.9,1.0
104,CUST-0164,Stylus,peripherals  ,$1149.2,7,27/09/2024,Nottingham,28.8,2.2
105,CUST-0444,Printer,Storage,1404.38,6,27/10/2025,,7.4,1.4
106,CUST-0426,Surge Protector,Networking,2160.58,1,2025-05-16,Brighton,13.5,2.9
107,CUST-0108,External HDD,Storage,1205.93,2,02/07/2025,Cambridge,0.7,3.7
108,CUST-0443,Drone,ACCESSORIES,2244.7,1,2025-02-10,Stoke,19.2,4.5
109,CUST-0228,Stylus,Storage,1687.5,9,02/04/2024,Coventry,12.4,4.0
110,CUST-0235,Hub,networking  ,346.81,9,15/02/2025,London,8.1,4.8
111,CUST-0162,External HDD,ACCESSORIES,2487.48,7,07/06/2024,London,,1.2
112,CUST-0238,Screen Protector,Storage,1320.45,2,2025-01-07,Sheffield,19.6,1.0
113,CUST-0180,Charger,Networking,982.69,6,2025-05-19,Liverpool,12.5,3.6
114,CUST-0491,Printer,peripherals  ,1649.49,4,09-05-2024,Cardiff,5.4,2.2
115,CUST-0262,Desk Lamp, Office,276.69,1,2025-08-25,Norwich,20.7,2.0
116,CUST-0388,Drone,Networking,1593.16,1,2025-08-24,Glasgow,17.0,2.3
117,CUST-0478,NAS,Peripherals,1248.1,5,08-07-2024,Coventry,25.8,2.1
118,CUST-0360,Server Rack,Electronics,1019.65,2,2024-08-08,Brighton,3.5,3.0
119,CUST-0330,VR Headset,Networking,2382.78,4,07-07-2025,Cambridge,23.6,
120,CUST-0140,Keyboard,ACCESSORIES,1308.74,1,2024-02-11,Oxford,20.2,3.0
121,CUST-0127,Tripod, Office,551.7,4,09/10/2024,Cambridge,3.5,3.7
122,CUST-0234,Switch,Networking,1150.11,6,2025-06-20,London,20.8,2.5
123,CUST-0300,Adapter,Peripherals,2298.87,4,05-08-2024,,13.2,2.0
124,CUST-0427,Wrist Rest,Audio,$444.36,1,2025-03-01,Exeter,28.3,1.7
125,CUST-0367,Microphone,ACCESSORIES,538.82,7,2025-11-24,Stoke,4.2,2.4
126,CUST-0132,NAS,Peripherals,$37.51,2,07/03/2024,Bristol,,4.0
127,CUST-0147,External HDD,networking  ,40.4,9,28/09/2025,Birmingham,11.5,4.0
128,CUST-0161,Cable Pack,Office,2074.33,3,2024-11-21,Swansea,28.7,3.7
129,CUST-0315,Shredder,Office,1831.65,8,31/07/2025,Dundee,9.9,1.9
130,CUST-0392,Monitor,Accessories,890.83,8,20/05/2025,Swansea,28.9,3.4
131,CUST-0198,Fan,Storage,1747.29,3,21/08/2025,Glasgow,27.0,
132,CUST-0271,Ethernet Cable,Electronics,991.04,4,22/07/2024,Norwich,,2.9
133,CUST-0459,Chair Mat,Gaming,2382.48,2,02-07-2025,Bristol,24.1,3.2
134,CUST-0313,Speaker,ELECTRONICS,2417.8,4,2025-06-19,York,29.9,3.0
135,CUST-0134,Stylus,,985.02,9,07-27-2024,Cambridge,7.6,3.3
136,CUST-0326,Projector,Audio,2136.28,2,2024-04-26,Cambridge,13.1,3.9
137,CUST-0200,Phone Case,,1933.86,3,2025-04-22,Plymouth,15.6,1.4
138,CUST-0230,Server Rack,Audio,778.45,4,05-09-2025,London,8.8,4.0
139,CUST-0356,Hub,networking  ,583.94,5,02-15-2024,Leicester,,1.5
140,CUST-0104,NAS,storage  ,1148.3,1,26/11/2024,Cambridge,6.6,1.3
141,CUST-0317,Mouse,,1954.47,7,2025-05-06,Stoke,8.5,4.9
142,CUST-0354,Drone,storage  ,2400.62,7,03-24-2025,Dundee,13.3,
143,CUST-0497,Hub,ELECTRONICS,"1,910.13",9,04-02-2025,Edinburgh,5.1,1.2
144,CUST-0458,VR Headset, Audio,$2138.74,4,06-19-2025,Brighton,,2.8
145,CUST-0382,Surge Protector,,1509.65,6,30/08/2024,Brighton,21.1,1.7
146,CUST-0492,Speaker,,"2,089.34",2,07-25-2024,Leicester,2.6,2.9
147,CUST-0306,Speaker,ELECTRONICS,$1962.13,4,12-05-2025,Liverpool,19.5,
148,CUST-0114,Stylus,Peripherals,945.58,2,12-30-2025,,19.6,4.8
149,CUST-0445,Scanner,Networking,1382.22,5,08-02-2025,Edinburgh,,3.5
150,CUST-0141,Scanner,networking  ,2012.86,7,2025-04-27,Southampton,0.1,2.4
151,CUST-0479,Drone,Gaming,119.91,1,01-28-2025,Newcastle,7.4,3.4
152,CUST-0278,External HDD,storage  ,2021.16,7,04-26-2025,Plymouth,27.8,2.2
153,CUST-0162,UPS,ACCESSORIES,448.83,6,23/10/2024,Brighton,28.0,4.6
154,CUST-0451,Fan,networking  ,1289.14,6,06-26-2024,,21.6,4.5
155,CUST-0330,Shredder,Audio,2021.65,8,11-10-2024,Liverpool,23.0,3.2
156,CUST-0340,Fan,storage  ,638.28,8,09-15-2024,Exeter,2.7,
157,CUST-0151,NAS,,618.29,6,18/02/2024,Coventry,15.4,2.2
158,CUST-0195,Phone Case,Storage,1009.9,3,2024-06-09,Brighton,6.9,1.1
159,CUST-0487,NAS,Office,2237.13,5,06-24-2024,,5.4,4.3
160,CUST-0321,KVM Switch,storage  ,6.1,2,2024-01-02,Stoke,,2.8
161,CUST-0330,Graphics Card,networking  ,2253.95,5,30/03/2025,Brighton,,2.3
162,CUST-0336,Surge Protector,Gaming,388.75,9,2025-09-20,Sheffield,14.1,2.9
163,CUST-0242,Chair Mat,ACCESSORIES,"2,475.27",1,01-01-2024,Oxford,28.2,4.3
164,CUST-0270,External HDD, Office,2387.34,5,21/04/2024,Glasgow,5.6,1.5
165,CUST-0128,Power Bank, Office,1239.21,6,2024-11-05,Coventry,29.3,4.4
166,CUST-0135,Headphones,Audio,1284.24,7,2025-03-14,Dundee,29.8,4.6
167,CUST-0112,Laptop, Audio,1206.47,9,14/08/2025,Nottingham,16.7,4.8
168,CUST-0259,Surge Protector,,1590.43,6,2025-08-17,Bristol,5.1,2.6
169,CUST-0426,Shredder,ELECTRONICS,231.35,5,11-20-2024,Aberdeen,,
170,CUST-0286,Keyboard,peripherals  ,86.38,7,06-17-2025,Glasgow,12.7,2.5
171,CUST-0342,Server Rack,Audio,148.97,1,2024-04-18,,9.3,2.3
172,CUST-0185,Charger,storage  ,1113.69,5,2024-06-29,,8.4,1.7
173,CUST-0383,Surge Protector,ELECTRONICS,692.49,2,10/04/2025,Birmingham,29.2,3.4
174,CUST-0165,Monitor,peripherals  ,"1,556.99",4,2025-04-08,Birmingham,4.6,2.9
175,CUST-0269,Stylus,Peripherals,2481.14,7,17/06/2025,London,22.0,4.5
176,CUST-0144,Tripod,Gaming,968.88,5,01-21-2024,Dundee,0.0,1.1
177,CUST-0161,Chair Mat,,1436.73,6,07-12-2025,Exeter,17.9,3.6
178,CUST-0233,Label Maker,,1041.93,2,11/10/2024,,27.5,4.1
179,CUST-0383,Laptop,Accessories,2118.94,3,2025-08-24,Aberdeen,8.6,4.0
180,CUST-0127,UPS,ACCESSORIES,2256.08,7,12-01-2024,Sheffield,5.6,
181,CUST-0207,Cable Pack,,2194.0,2,2024-08-30,Cardiff,19.6,3.9
182,CUST-0143,RAM Module,ELECTRONICS,2436.06,6,23/04/2025,Cardiff,,4.7
183,CUST-0439,Cable Pack,Networking,73.66,5,2025-07-14,Cambridge,20.6,2.3
184,CUST-0385,Shredder,Peripherals,2100.34,1,28/05/2025,Cambridge,9.6,3.0
185,CUST-0430,Desk Lamp,Accessories,1880.67,4,2024-02-28,Stoke,7.6,1.1
186,CUST-0227,Monitor,Electronics,575.59,2,08/04/2024,Edinburgh,28.7,1.0
187,CUST-0447,Smartwatch,STORAGE,2391.02,4,05-09-2025,Coventry,,2.0
188,CUST-0330,Tripod,Office,374.7,1,05-28-2025,Leeds,13.7,1.4
189,CUST-0289,Tripod,Audio,1700.48,2,10-23-2024,Nottingham,25.4,2.0
190,CUST-0324,Switch,,566.1,8,2024-05-02,Oxford,,1.7
191,CUST-0484,Webcam, Audio,1081.29,6,2025-08-16,Aberdeen,12.7,1.1
192,CUST-0476,External HDD,Accessories,1799.3,2,25/01/2025,Manchester,4.7,4.6
193,CUST-0382,UPS, Office,1410.49,6,01-12-2024,Southampton,12.8,1.0
194,CUST-0220,Desk Lamp,Gaming,1071.62,9,2025-01-23,Birmingham,16.1,
195,CUST-0215,Tablet,STORAGE,819.21,7,20/05/2025,Glasgow,0.7,1.6
196,CUST-0332,Speaker,Peripherals,2099.95,9,01/02/2024,Southampton,13.3,4.6
197,CUST-0358,VR Headset,,363.82,5,2024-06-19,Birmingham,23.4,4.6
198,CUST-0458,Chair Mat, Audio,1078.11,7,2024-03-09,Norwich,20.4,
199,CUST-0297,USB Hub, Office,"2,259.88",7,2024-12-27,Edinburgh,19.1,3.7
200,CUST-0236,Monitor,Office,2115.39,3,2025-03-08,Reading,27.3,1.0
201,CUST-0417,SSD Drive,Networking,$1005.35,7,09/04/2024,Cambridge,0.5,4.9
202,CUST-0264,Power Bank,ACCESSORIES,1908.96,1,09/01/2024,Nottingham,16.7,4.5
203,CUST-0324,Fan,ACCESSORIES,2058.79,9,2025-11-27,Stoke,23.6,4.6
204,CUST-0406,Server Rack,,2222.77,6,23/04/2024,Norwich,16.2,3.6
205,CUST-0333,UPS,Gaming,1363.54,5,22/05/2024,Coventry,9.7,2.4
206,CUST-0271,Graphics Card, Office,515.13,7,23/09/2025,,4.1,4.6
207,CUST-0251,Switch,networking  ,642.0,5,06-05-2024,Belfast,26.6,2.2
208,CUST-0414,VR Headset,ELECTRONICS,742.76,5,16/09/2024,Dundee,14.1,
209,CUST-0473,Wrist Rest,Networking,1486.54,7,2025-03-16,Nottingham,26.3,1.4
210,CUST-0259,Splitter,ACCESSORIES,86.86,7,06-20-2024,,,4.7
211,CUST-0195,Shredder,Networking,$1591.93,3,12-20-2025,Cardiff,20.2,1.6
212,CUST-0332,Keyboard,Accessories,914.06,3,09-26-2024,Manchester,24.1,1.9
213,CUST-0279,Webcam,,741.63,3,17/09/2025,Norwich,19.8,3.2
214,CUST-0212,Headphones,Storage,2199.34,6,15/11/2024,Glasgow,,4.1
215,CUST-0417,Headphones,Office,1152.71,6,04/03/2025,Stoke,15.4,3.5
216,CUST-0151,KVM Switch,ACCESSORIES,242.16,3,22/12/2025,Exeter,24.1,1.9
217,CUST-0367,Microphone,Networking,2067.73,3,11/09/2024,Oxford,11.2,
218,CUST-0394,Shredder,Gaming,123.86,8,2024-04-21,Norwich,11.6,4.0
219,CUST-0485,RAM Module,Electronics,1818.24,8,08/11/2024,Exeter,2.9,4.9
220,CUST-0486,Drone,Storage,1935.9,7,04-05-2025,Leeds,27.4,4.2
221,CUST-0212,Power Bank,Storage,884.74,4,2025-04-06,Oxford,2.7,2.8
222,CUST-0200,Shredder,ELECTRONICS,2062.85,4,2024-04-01,Cardiff,19.4,4.6
223,CUST-0212,Hub,Networking,1291.57,3,03/06/2025,Bath,12.4,2.6
224,CUST-0180,Drone, Office,"1,160.92",5,2024-08-23,Manchester,12.2,3.1
225,CUST-0286,Stylus,storage  ,118.28,3,2025-01-08,Aberdeen,20.4,2.9
226,CUST-0212,Screen Protector,ELECTRONICS,728.62,8,2025-07-10,Cambridge,2.0,2.8
227,CUST-0101,Desk Lamp,peripherals  ,2327.87,7,2024-08-21,Plymouth,17.8,4.1
228,CUST-0229,Keyboard,ELECTRONICS,982.6,3,09-29-2025,Coventry,23.2,3.1
229,CUST-0319,Scanner,Electronics,1369.02,9,25/06/2025,Exeter,,2.3
230,CUST-0153,Drone,Accessories,$1332.39,5,2024-07-22,Newcastle,5.1,2.0
231,CUST-0442,Memory Card,Networking,1478.13,9,04/10/2025,Nottingham,26.9,1.2
232,CUST-0323,Speaker,Peripherals,158.02,7,2025-11-27,Bristol,19.7,3.3
233,CUST-0324,KVM Switch, Audio,$908.63,7,20/01/2025,Coventry,26.5,1.9
234,CUST-0484,Chair Mat,ACCESSORIES,1809.21,6,29/05/2025,London,14.6,1.6
235,CUST-0225,RAM Module,ELECTRONICS,505.4,2,2025-08-02,,16.3,3.6
236,CUST-0229,Monitor,Office,512.93,9,2025-11-21,Sheffield,27.6,3.7
237,CUST-0152,Charger,Audio,30.18,6,10-26-2024,Leeds,27.0,4.0
238,CUST-0271,Tripod,,1096.52,8,11-06-2024,Plymouth,13.4,3.0
239,CUST-0317,VR Headset,Electronics,2207.42,1,27/01/2025,Nottingham,8.2,4.6
240,CUST-0259,Tablet,Electronics,134.49,5,20/03/2025,Stoke,11.8,4.7
241,CUST-0297,Splitter,Gaming,481.84,1,06-20-2024,Cardiff,11.6,
242,CUST-0346,Keyboard,peripherals  ,778.66,8,16/02/2024,Coventry,8.6,3.5
243,CUST-0423,Laptop Stand,peripherals  ,1830.65,8,17/12/2024,Reading,8.1,2.2
244,CUST-0302,Fan,Accessories,1603.39,1,2025-09-13,Edinburgh,25.8,4.9
245,CUST-0283,RAM Module,storage  ,1042.78,9,27/02/2024,Norwich,2.1,2.1
246,CUST-0222,Keyboard,ACCESSORIES,1898.88,2,11-25-2024,Aberdeen,20.3,1.8
247,CUST-0354,Chair Mat,,1526.03,9,2025-01-17,Glasgow,5.2,2.8
248,CUST-0393,VR Headset,ELECTRONICS,2240.62,1,2024-06-10,Glasgow,10.3,1.2
249,CUST-0379,Smartwatch,Office,2045.98,9,10-12-2024,Oxford,1.8,4.9
250,CUST-0424,Hub,Audio,635.77,4,29/03/2025,Reading,8.1,3.4
251,CUST-0471,RAM Module,,$682.24,9,07-20-2025,Cardiff,23.1,3.2
252,CUST-0197,Cable Pack,Electronics,317.76,7,01-31-2025,Liverpool,26.6,3.6
253,CUST-0297,Adapter,Accessories,845.73,6,2024-01-26,,6.6,3.0
254,CUST-0494,Chair Mat,Audio,2498.86,5,2024-05-05,York,13.9,1.1
255,CUST-0339,Headphones,networking  ,1017.35,9,07-16-2024,Brighton,14.1,3.4
256,CUST-0243,Tablet,Audio,555.12,2,06/07/2024,Plymouth,26.2,3.9
257,CUST-0196,VR Headset,Accessories,1907.39,2,2025-12-16,Manchester,22.9,2.7
258,CUST-0300,Desk Lamp,Electronics,1358.47,9,28/04/2025,Belfast,15.4,4.0
259,CUST-0223,Cable Pack,ACCESSORIES,378.26,3,06-06-2025,Brighton,20.1,1.9
260,CUST-0286,Memory Card,Networking,954.82,8,19/12/2024,,25.4,1.9
261,CUST-0425,SSD Drive,Networking,1039.1,9,2025-10-19,Leicester,0.3,1.6
262,CUST-0448,Headphones,Accessories,1885.81,8,09/04/2024,Nottingham,12.1,2.5
263,CUST-0358,Label Maker,Audio,56.58,4,09/07/2025,Nottingham,27.2,4.4
264,CUST-0247,Wrist Rest, Office,676.2,1,11-23-2025,Nottingham,22.2,4.3
265,CUST-0351,Stylus,ELECTRONICS,1296.4,4,09-17-2025,Leicester,16.3,2.5
266,CUST-0445,Webcam,Accessories,$675.77,9,2024-09-11,Southampton,15.9,3.4
267,CUST-0246,Tripod,ACCESSORIES,"1,572.94",2,25/06/2025,Bristol,10.4,3.9
268,CUST-0247,Label Maker,Accessories,1207.26,3,11-24-2024,Newcastle,15.6,2.0
269,CUST-0451,Speaker, Office,907.47,8,2024-10-02,Cambridge,19.7,1.7
270,CUST-0298,Laptop Stand, Office,2373.28,6,2024-10-01,Aberdeen,12.6,4.9
271,CUST-0407,Headphones,Storage,$1582.24,8,12-19-2025,Leeds,21.4,3.5
272,CUST-0227,Speaker,peripherals  ,329.2,7,12-27-2025,Swansea,25.8,4.9
273,CUST-0138,Screen Protector,Office,1402.43,5,05/07/2025,Belfast,4.6,2.4
274,CUST-0437,Adapter,Audio,1952.93,9,27/01/2024,London,,3.8
275,CUST-0459,Server Rack,storage  ,1772.68,4,23/03/2024,Stoke,12.2,1.9
276,CUST-0228,Scanner,Gaming,434.36,6,2025-11-12,Glasgow,20.6,2.0
277,CUST-0366,Fan, Audio,2431.19,2,2024-06-15,Nottingham,7.5,3.0
278,CUST-0250,Keyboard,Gaming,1124.79,2,08-16-2024,London,19.2,2.3
279,CUST-0397,Adapter,Audio,401.77,2,08-31-2025,Norwich,26.3,1.7
280,CUST-0198,VR Headset,,$454.59,7,06-11-2025,,12.5,2.1
281,CUST-0362,Adapter,STORAGE,250.10,2,08/10/2025,Birmingham,27.3,1.1
282,CUST-0351,Mouse Pad,ACCESSORIES,$2009.78,2,2025-06-07,Birmingham,29.8,3.8
283,CUST-0243,Speaker,Storage,309.47,9,2024-04-15,,3.2,3.0
284,CUST-0445,Server Rack,,317.19,7,19/11/2025,Leeds,7.0,1.4
285,CUST-0211,Projector,Storage,2126.93,3,12/05/2024,Birmingham,28.5,1.7
286,CUST-0159,Webcam, Audio,864.79,3,2024-09-25,Leicester,28.7,1.4
287,CUST-0468,Desk Lamp,Electronics,81.99,7,09-10-2025,Bristol,2.9,3.5
288,CUST-0101,Docking Station, Office,134.48,5,18/01/2024,Birmingham,0.4,1.4
289,CUST-0484,Phone Case, Office,359.72,6,26/04/2024,Stoke,,4.0
290,CUST-0403,Adapter,Office,537.42,8,2024-05-23,Reading,29.9,1.1
291,CUST-0353,Laptop Stand,Networking,$1664.54,9,2025-07-04,Edinburgh,,2.0
292,CUST-0239,Projector,Peripherals,397.53,1,2025-10-27,Cambridge,15.1,4.6
293,CUST-0136,Label Maker,ACCESSORIES,301.59,3,25/02/2025,Newcastle,25.5,3.9
294,CUST-0259,Splitter, Audio,1912.97,7,03/01/2025,,0.6,1.3
295,CUST-0108,Speaker,Peripherals,1679.28,6,11/07/2025,Oxford,,4.3
296,CUST-0332,Switch,networking  ,1091.13,7,08/11/2025,Derby,8.3,3.0
297,CUST-0198,Server Rack,Peripherals,"1,375.53",8,03/08/2024,Liverpool,25.9,4.4
298,CUST-0246,Chair Mat,Audio,783.4,6,28/02/2025,Bristol,8.5,3.4
299,CUST-0403,Hub, Audio,1208.84,3,2025-03-21,London,20.6,3.7
300,CUST-0307,Camera,Gaming,$1269.15,2,04/07/2024,Stoke,20.2,
301,CUST-0230,Mouse Pad,Gaming,971.16,7,29/05/2024,Belfast,6.6,1.9
302,CUST-0251,Memory Card,Networking,2266.9,1,06-21-2025,Derby,1.0,3.5
303,CUST-0153,USB Hub, Audio,45.07,3,10-13-2025,Dundee,12.3,2.8
304,CUST-0219,Headphones,Audio,1956.52,4,10-04-2024,York,8.7,1.2
305,CUST-0260,Switch,Peripherals,315.34,1,10-24-2025,Birmingham,24.3,1.1
